masterid,latitude,longitude,huc,county,psa_lu,comid,psa6c,regionalboardnumber,area_sqkm,new_lat,new_long,site_elev,elev_range,ppt_00_09,maxwd_ws,meanp_ws,minp_ws,sumave_p,xwd_ws,temp_00_09,tmax_ws,atmca,atmmg,atmso4,bdh_ave,kfct_ave,lprem_mean,prmh_ave,ucs_mean,cao_mean,mgo_mean,s_mean,p_mean,urban_2011_ws,urban_2011_5k,urban_2011_1k,ag_2011_ws,ag_2011_5k,ag_2011_1k,code_21_2011_ws,code_21_2011_5k,code_21_2011_1k,roaddens_ws,roaddens_5k,roaddens_1k,paved_int_ws,paved_int_5k,paved_int_1k,invdamdist,mines_5k,MaxW1_HALL,RefStatus
SMC04294,32.93776,-117.14172,906,San Diego,Forest,20331208,SC,9,118.053,32.93776564,-117.1417065,68,744,28047.9,7,390.83,0.797203,531.018,39.1111,2393,309.196,0.08668,0.031046,0.421789,1.57765,0.254848,-1.54452,4.14394,120.67,3.21712,1.84013,0.07908,0.146893,40.4498,61.20259,30,0,0,0,15.27712,15.69151,24.34018,6.700991,10.98934,7.188018,344,93,0,0,0,0.95,Non-reference
907CCCR02,33.00222,-116.70889,907,San Diego,Other,20330036,SC,9,54.74767,33.0010791,-116.70977,522,1302,38594.6,7.574,763.9675,7.194,2700.706,50.3373,2478,304.6567,0.1004,0.0312,0.4377,1.5004,0.2216,-0.8214,4.5998,169.7143,5.0267,3.3031,0.0426,0.1599,0.1117925,0,0,0,0,0,5.586335,0.495905,0,1.840243,0.5309482,0,42,1,0,0,0,-Inf,Reference
404S32468,34.0999,-118.72304,404,Los Angeles,Other,20364957,SC,4,181.2001078,34.0998989,-118.72305,153,788,45620.69922,5.2522,483.8768,0.0226,346.7864667,29.6483,2479,326.5023,0.05656667,0.03063333,0.37643333,1.54473333,0.2285,-0.56383333,2.2775,82.86576667,12.7309,5.27283333,0.73526667,0.18996667,15.36573856,4.08140935,2,3,0,0,14.29373339,12.76215487,18.34061135,4.61539048,3.2717324,2.86303519,354,24,1,0,0,-Inf,Non-reference
SMC17918,32.66304,-117.03172000000001,909,San Diego,Other,948070399,SC,9,528.822,32.66308691,-117.031729,22,1945,22514.1,7.43331,512.526,2.99688,1480.14,43.3891,2260,314.222,0.101055,0.031454,0.437453,1.55641,0.235451,-2.57462,5.10223,139.799,4.5398,2.36252,0.031135,0.16139,13.60002,57.58413,60,0,0,0,10.1433,20.74389,34.25022,3.242762,7.846524,9.855742,426,48,1,0,2,2.73,Non-reference
207R05524,38.12146,-122.22083,206,Solano,Other,1669841,CH,2,5.751,38.12153446,-122.2208572,41,222,57221.2,9,578.6153846,0,646.7444356,53.5625,2164,283.2857143,0.05042367,0.05702531,0.32989793,1.43455767,0.31382009,-0.94347193,0.45055998,65.66044211,15.47710548,5.73666855,0.07928202,0.12574694,56.65101721,56.65101721,84,0,0,0,0,0,0,6.4669454,6.4669454,11.47265842,6,6,2,0,0,-Inf,Non-reference
521BUT203,39.73356,-121.69639,521,Butte,Forest,2770288,CH,5,75.8619,39.7335227,-121.6963764,112,1062,106305,11.76824034,1538.385965,2.73684211,2712.828005,77.48927039,2316,325.2105263,0.04010204,0.0310616,0.22083767,1.37899463,0.16582025,-0.83532896,2.92303781,102.089107,5.95319128,3.32179068,0.05951572,0.22491455,2.89354735,1.08661251,0,0,0,0,0,0,0,3.72953855,1.56504905,1.56003429,54,2,1,0,0,-Inf,Non-reference
202SGR040,37.3112,-122.31595,202,San Mateo,Forest,17687989,CH,2,71.34723024,37.311385,-122.3155,58,724,79521.10156,11.03436667,843.6806333,2.97453333,1312.115333,72.53123333,1916,255.2881,0.045,0.045,0.26896667,1.4844,0.24763333,-0.73056667,2.06073333,75.72113333,4.2587,2.87286667,0.16323333,0.16443333,0.17788431,0.48771837,1,0,0,2,8.70245379,11.95796754,20.16393443,2.77384713,3.42569367,5.15090848,36,23,1,0,0,-Inf,Non-reference
205R00554,37.2467,-121.9952,205,Santa Clara,Other,17695693,CH,2,7.28,37.2467,-121.9952,123,663,49477.69922,9.26087,933.5294,1.333333,665,55.86957,2201,278.6667,0.04447307,0.03818825,0.2604571,1.47,0.23,0.14,3.17,104.5847,4.22,3.24,0.06,0.16,7.229362,7.229362,30,0,0,0,28.49728,28.43549,66.03518,5.09267577,5.09267576,11.62251333,16,16,7,0,0,-Inf,Non-reference
404S08040,34.14358,-118.75527,404,Los Angeles,Urban,20365885,SC,4,22.11846,34.1439575,-118.75545,257,449,44842.7,5,474.1538,0,330.7889,28.2794,2550,334.6786,0.0563,0.0306,0.3761,1.5685,0.2695,-0.5712,3.273,67.3588,16.2483,6.0353,1.1178,0.1183,6.337398,11.39635,51,0,0,0,8.878049,14.03769,20.60253,2.645422,3.908406,6.615803,16,14,0,0,0,2.69,Non-reference
801M16861,33.89732,-117.36136,801,Riverside,Other,22560686,SC,8,6.72615,33.89732,-117.36136,388,156,23398.4,6,319.8333,0,628.7524,32.55,2698,353,0.05783018,0.03140485,0.3902845,1.595,0.247,-3.419075,2.688,140.6432,4.622599,2.094339,0.021585,0.162071,56.4909,56.4909,7,9,9,9,24.00964,19.16488,23.02464,8.22606,8.22606,2.105814,27,27,0,0,0,0.52,Non-reference
403S34646,34.42556,-118.56616,403,Los Angeles,Other,17574547,SC,4,924.7779,34.42555553,-118.5661534,333,1724,39941.1,5.91515,442.783,0.160181,591.34,33.6353,2562,326.711,0.054518,0.031105,0.379032,1.59001,0.19523,-0.910315,4.59388,116.247,5.57686,2.99444,0.175073,0.150754,8.310309,57.72157,59,0,1,0,9.05598,20.07952,34.41296,2.390712,8.699181,7.514978,741,53,2,0,1,-Inf,Non-reference
603UOW008,37.74925,-118.91787,603,Mono,Other,20275003,SN,6,114.52347,37.7494002,-118.91916,2162,1363,44097.89844,12.5226,716.366,8.9926,2853.2869,89.7006,1570,240.9185,0.0473,0.0115,0.2095,1.2838,0.1502,0.2676,6.1275,109.0866,3.552,2.1415,0.031,0.2177,0.58700111,0.9677791,0,0,0,0,0.25931776,0.64134567,0,0.56930584,0.78212663,0.90618635,13,0,0,0,0,-Inf,Reference
534DCC167,38.44072,-120.01115,534,Alpine,Other,342459,SN,5,10.39307,38.44072352,-120.0111523,2053,386,116688.2,12.1613,1196.26,9.83333,4570.94,87.1613,1335,237.75,0.057968,0.012872,0.231211,1.32787,0.118239,-1.69524,17.1437,151.835,3.84695,1.80295,0.026718,0.168795,0.1818812,0,0,0,0,0,0.09527109,0,0,1.179409,1.27699,15.0731,0,0,0,0,0,-Inf,Non-reference
906M21758,32.94264,-117.10754,906,San Diego,Other,20331192,SC,9,5.265,32.94264,-117.10754,100,206,28047.9003906,7,366.53846154,0.85714286,468.48665772,38.27777778,2393,302.57142857,0.08592908,0.0310688,0.42065043,1.5448084500000001,0.24250357,-0.66047362,4.97716655,99.94958366,1.4831437,1.11236741,0.03797973,0.11838281,64.22222222,64.22222222,59,0,0,0,15.64102564,15.64102564,13.57677903,10.65070482,10.65070482,10.08698842,32,32,5,0,0,-Inf,Non-reference
109PS0162,40.90519,-124.04166,109,Humboldt,Urban,8316819,NC,1,1250.838035,40.9052103,-124.04158,13,1822,116108.8984,15.4084,1467.000667,5.5918,3796.5516,104.5347,1597,223.3460667,0.0338,0.0338,0.1654,1.42463333,0.26293333,0.09976667,2.24976667,73.05893333,2.80706667,2.4297,0.07206667,0.11913333,0.20131539,2.81721838,8,0,3,0,2.19993539,8.11612586,14.77088949,3.10311774,4.98923859,5.84032054,261,23,6,0,4,-Inf,Non-reference
517DCASCx,39.23022,-121.24416,517,Nevada,Forest,8061205,CH,5,147.8394,39.23035343,-121.2434262,248,1279,83154.2,11.99113082,1461.934132,3.07386364,2553.176156,78.02439024,2307,313.5625,0.04635487,0.03383927,0.24493706,1.35900646,0.21598934,-1.13031577,2.54390458,120.9388616,4.55896422,3.48831164,0.03366409,0.19801401,3.85107082,11.36099737,0,0,0,0,0,0,0,4.42163049,5.4549812,1.448424,167,30,0,0,0,-Inf,Non-reference
802SWC270,33.72944,-116.74809,802,Riverside,Forest,0,SC,8,29.6937,33.7284828,-116.75105,1486,1662,39036,7.3444,745.2319,3.4865,4609.451,46.2111,2413,269.7297,0.0892,0.0302,0.4311,1.6179,0.1431,-3.4191,12.8114,140.6432,4.6226,2.0943,0.0216,0.1621,0.8419905,1.968561,1,0,0,0,10.27652,19.27459,11.86869,3.171165,5.78992,4.395419,10,7,0,0,0,0,Non-reference
801S01671,34.16962,-116.82558,801,San Bernardino,Forest,22558774,SC,8,90.4336,34.1695965,-116.82554,1919,1220,45506.2,8.6043,849.8986,1.7589,3495.208,53.464,1681,239.5179,0.08506667,0.03,0.4268333,1.571467,0.1324667,0.06146667,10.3642,85.79487,3.6673,1.494367,0.0675,0.1315333,0.244837,0.1931682,1,0,0,0,1.027121,0.892486,3.368894,0.3405452,0.1585118,0.3261349,18,7,1,0,0,-Inf,Reference
SMC01902,34.01036,-117.85602,405,Los Angeles,Urban,22523247,SC,4,78.6762,34.0103479,-117.85606,159,1248,36196.3,6.1111,491.0939,0,512.2039,32.8848,2571,319.9263,0.0525,0.0318,0.3827333,1.538267,0.2834,0.9486333,3.711233,32.20027,6.938133,2.8066,0.4847,0.1251667,58.08765,65.02379,97,1,2,0,18.01537,18.75789,2.294348,9.349866,8.235054,7.720708,103,15,0,0,0,3.72,Non-reference
205R00218,37.29,-121.818,205,Santa Clara,Other,948050176,CH,2,604.73,37.29,-121.818,45,1066,40023.89844,9.465129,604.9609,0.6986301,540,55.48069,2205,298.2027,0.04312573,0.0327414,0.2458098,1.51,0.28,-0.49,2.79,81.07814,7.14,6.31,0.38,0.1,3.565837,57.03293,67,2,0,0,4.347315,22.24195,26.53877,1.07978891,8.46115848,10.52664594,223,13,1,0,2,-Inf,Non-reference
111TGCAER,39.39523,-122.86543,111,Lake,Forest,8308598,NC,1,6.335159,39.3956853,-122.86374,774,1139,120352.1,15.95,1582.867,1.8571,1862.129,97.65,2136,281.1429,0.0338,0.0379,0.2162,1.4822,0.1551,-0.2921,2.9427,187.1528,7.1932,8.9641,0.0463,0.2341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,Reference
518SED013,40.19443,-121.28451,518,Plumas,Other,2772920,SN,5,50.525011,40.1942318,-121.2845,1431,932,93364.5,11.9682,1464.7457,12.7097,5014.4634,84.4331,1613,265.2742,0.039,0.0223,0.1917,1.1212,0.1432,-0.4342,5.2483,127.8314,6.4435,3.7739,0.0193,0.276,0.03028576,0.0092807400000000009,0,0,0,0,1.94541438,3.03480278,3.10834814,0.10930058,0.57028786,1.05278636,0,0,0,0,0,-Inf,Reference
519CE0011,38.88388,-121.30527,519,Placer,Ag,948021154,CV,5,86.68638,38.8836501,-121.30242,44,470,50732.3,8.8545,769.0804,2.4706,1001.503,57.5037,2423,342.8333,0.0504,0.0495,0.3081,1.6018,0.2404,-1.3203,4.2711,142.2308,4.6426,2.4956,0.0311,0.1968,14.82574,19.60432,60,8,14,24,8.352454,12.62263,12.59259,4.600339,5.033291,10.93367,209,17,4,0,1,-Inf,Non-reference
312BRE,34.85395,-120.19353,312,Santa Barbara,Other,17624669,CH,3,241.893,34.85383205,-120.1949035,179,1401,40263.5,7.04037685,622.9315315,5.95211063,332.141151,41.02557201,2293,318.7206897,0.06035736,0.02455642,0.29504674,1.52712949,0.24742105,-0.70080121,1.55854635,69.27044882,15.95099354,0,1.20104251,0.11576068,0.00186033,0.0124533,0,0,1,10,0.78022101,1.63138232,6.28768303,0.02983322,0.33279916,1.10071204,74,21,5,0,0,1.71,Non-reference
111CE0569,40.3461,-123.99327,111,Humboldt,Forest,8284792,NC,1,12.08703,40.3467571,-123.99247,81,937,145991.8,15.1667,1587.607,2.6,3179.367,104.3611,1808,294.5333,0.0345,0.0273,0.189,1.427,0.219,-0.7025,2.383,68.7511,1.1843,1.5434,0.0499,0.1364,0,0,0,0,0,0,2.739318,2.739318,0,1.312004,1.312004,0,1,1,0,0,0,-Inf,Reference
204R01471,37.6922,-121.8689,204,Alameda,Urban,2806343,CH,2,372.76,37.6922,-121.8689,104,1128,42114.10156,8.657689,475.3656,0.5555556,498,53.74805,2264,305.5156,0.0479537,0.04539899,0.2930364,1.47,0.28,0.32,2.1,49.15651,6.05,3.08,0.36,0.09,15.94147,38.83406,78,4,0,0,7.292979,19.94224,12.46269,3.17422757,4.37203852,13.1166901,290,69,8,0,6,-Inf,Non-reference
519PS0514,38.7338,-121.2761,519,Placer,Urban,15022315,CV,5,4853.573,38.7339052,-121.27622,43,3119,50796.8,11.4895,1348.122,6.4827,1430.423,76.1837,2415,289.5682,0.05213333,0.04626667,0.3028333,1.5822,0.2396333,-0.9117,2.895667,96.13133,3.7524,1.844533,0.06206667,0.1344667,1.36829,68.42185,88,0,0,0,2.184572,31.52781,11.52882,1.245441,10.24619,10.37899,1503,47,5,0,0,-Inf,Non-reference
514PS0863,38.95097059,-121.1029935,514,Placer,Urban,15009435,CH,5,61.8363,38.95090489,-121.1030257,401,252,80543.89844,9.73404255,936.9020979,5.20332216,1354.301066,61.80851064,2209,334.3943662,0.04919467,0.0449384,0.29026355,1.45592401,0.27810852,-1.00586032,1.89290033,132.7343939,4.65582382,1.8028169,0.04478424,0.21052372,5.4303055,6.80414286,46,0,0,0,9.02528127,8.85467466,7.82169891,3.92946386,3.8476494,8.13215301,91,49,3,0,4,-Inf,Non-reference
404M07349,34.07803,-118.70166,404,Los Angeles,Other,20365093,SC,4,271.6776,34.07803,-118.70166,134,807,45620.7,5.440095,488.8973,0.01529052,342.3241,30.19336,2479,326.0428,0.05663613,0.03055814,0.3759761,1.551064,0.2412487,-0.4548728,2.621441,79.88299,12.16433,5.096659,0.6763063,0.1864052,12.69413,1.856402,8,2,1,0,13.43453,12.67268,27.74167,4.31844024,3.28772095,5.75995358,503,63,8,0,0,1.11,Non-reference
206SPA200,37.89139,-122.19389,206,Contra Costa,Other,1671789,CH,2,6.63159209,37.891294,-122.19392,121,221,69742.10156,10,672.5294,0.55553333,625.3074,58.90906667,2015,271.7407333,0.04926667,0.04926667,0.31646667,1.53,0.301,-0.77973333,1.956,74.77063333,9.26806667,3.31423333,0.631,0.11523333,5.99726776,5.99726776,1,0,0,0,60.69672131,60.6010929,77.32426304,6.42858161,6.42858161,9.20883381,12,12,10,0,0,-Inf,Non-reference
801RB8590,34.17256,-116.83406,801,San Bernardino,Forest,22558758,SC,8,111.5343,34.1725841,-116.8340537,1887,1592,45506.2,8.82709,885.203,1.97794,3674.31,54.8357,1681,236.007,0.085682,0.029979,0.427318,1.56061,0.112772,-1.12915,9.62232,130.449,5.11579,1.86699,0.04139,0.139268,0.2073802,0.1355574,0,0,0,0,0.9053717,0.8179395,5.635359,0.9345262,0.845326,11.75022,20,9,3,0,0,0,Non-reference
403STCSFO,34.52722,-118.52727,403,Los Angeles,Other,17572339,SC,4,100.962849,34.5277628,-118.52824,460,1006,41571.19922,6.2038,490.7414,0.0732,620.1455,36.4777,2462,326.7561,0.056,0.0305,0.3748,1.5983,0.2085,-1.1676,5.6772,113.0186,4.6063,2.5945,0.0644,0.1399,0.26028667,0.56130722,4,0,0,0,4.84917635,4.47798428,11.9205298,0.47450404,0.68795817,1.16512929,42,3,1,0,0,-Inf,Non-reference
LB-R6,33.77296,-118.09775,405,Los Angeles,Urban,22525185,SC,4,565.2576,33.77292791,-118.0976842,3,536,26559,5.32855505,387.0015468,2.20868136,392.6298468,28.97247706,2265,301.7007407,0.05314556,0.03169924,0.38310861,1.5734052,0.28611268,1.30004107,3.75370364,20.01002639,5.13595922,0,0.37217025,0.12240461,70.05161894,81.74603175,81,0,0,0,11.7465736,15.15406162,11.98830409,11.1949706,12.24758165,11.64410782,937,15,0,0,0,-Inf,Non-reference
632CRV001,38.4974,-119.60403,632,Alpine,Forest,8924905,SN,6,25.38335,38.4983905,-119.60462,2350,866,73263.8,9.9487,867.1451,18.0938,4771.642,75.4487,1221,205.7813,0.0728,0.0113,0.2586,1.458,0.1169,-1.5318,16.2738,149.1049,4.2963,2.019,0.0263,0.1783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,Reference
906M21774,32.93392,-117.05882,906,San Diego,Urban,20331242,SC,9,13.0905,32.934786,-117.059969,150,201,29198.80078,7,391.482759,0.871671,505.142857,37.952381,2532,312.0625,0.087849,0.031079,0.422946,1.536833,0.224,-0.632749,5.903,95.65281,1.05784,1,0.035001,0.11,29.302166,31.951126,45,0,0,0,14.974218,15.990836,19.81206,4.177304,4.452062,5.890769,11,11,0,0,0,0.03,Non-reference
403M05771,34.69939,-118.79476,403,Los Angeles,Other,17572225,SC,4,145.3215,34.69939,-118.79476,826,1616,29654.3,5.391499,392.1532,0.9655172,476.4399,32.02237,2203,316.2299,0.06011591,0.02857858,0.3589316,1.547466,0.2521454,-0.7674723,5.37649,95.42412,3.860033,1.353468,0.09104467,0.1215437,1.16606,1.53431,8,0,0,0,3.421392,4.525829,14.65452,1.01985878,1.324798,3.65459173,70,15,3,0,0,0,Non-reference
412RHWNRD,34.03147222,-118.0709167,412,Los Angeles,Urban,22515018,SC,4,299.0376,34.02923871,-118.071573,62,1807,35872.5,5.68804348,576.4766764,0.18232044,746.929834,30.87391304,2515,318.0082873,0.0526735,0.03173758,0.38266847,1.60299255,0.27549288,0.77651159,3.54892227,51.83892908,2.29037424,1.22419935,0.08503383,0.13738992,55.9795825,78.41260429,26,1,4,9,1.02960297,0,0,8.58015872,11.13107032,4.96696984,274,25,2,0,0,-Inf,Non-reference
403S15608,34.4019,-118.70052,403,Ventura,Other,17574697,SC,4,1661.402,34.4018979,-118.70052,246,1802,42792.3,5.7975,470.0108,0.1727,540.5153,33.1056,2556,325.9872,0.0555,0.0307,0.376,1.5907,0.209,-0.9115,4.9092,109.8985,5.4902,2.6729,0.19,0.1412,6.706764,0.9184966,3,1,9,30,7.373665,5.67638,11.19403,1.689578,2.340468,2.62447,1044,18,0,0,0,-Inf,Non-reference
405SGB006,34.25553,-117.82139,405,Los Angeles,Other,22524635,SC,4,2.2041,34.2544076,-117.8214055,657,829,64715.69922,8,796.5,1.78393698,943.9666748,46.71428571,2288,296.5,0.05235209,0.03178156,0.382614,1.49199998,0.125,-1.72443533,6.93200016,152.708313,3.88751507,0,0.026133,0.17062999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-Inf,Reference
801SAR087,34.16287,-116.80945,801,San Bernardino,Other,22558824,SC,8,50.46844,34.1625292,-116.80899,2000,882,52668.5,8.3503,831.2957,1.6129,3281.727,52.0064,1627,242.9032,0.0875,0.03,0.4287,1.5805,0.1167,-1.1966,10.1775,135.6845,6.1035,2.1082,0.0418,0.1494,0.376322,0.3634669,1,0,0,0,1.515989,1.817335,4.36477,0.5450742,0.5934578,1.154722,16,6,1,0,0,-Inf,Reference
526PS0220,41.00853,-121.65023,526,Shasta,Forest,7948472,DM,5,463.8881,41.0090277,-121.65077,888,1750,88892.5,12.7597,1042.589,6.5552,4503.281,91.8496,1926,291.5623,0.0337,0.0129,0.148,1.2748,0.1874,-0.1274,3.0184,127.8776,6.3046,3.6974,0.0262,0.2685,0.4993772,0.08287691,0,5,4,0,1.531695,3.54569,13.83136,2.69985,2.003073,1.56656,33,0,0,0,0,0.05,Non-reference
801RB8167,34.16334,-117.18078,801,San Bernardino,Other,0,SC,8,43.9947,34.16362472,-117.1818368,604,1361,43635.4,6.85401,808.17,3.98077,1334.35,41.1387,2325,304.904,0.061312,0.031179,0.395485,1.5858,0.170679,-1.64874,8.45512,147.021,3.82261,1.71527,0.029916,0.163961,1.071947,0.8901943,0,0,0,0,4.635558,4.288296,6.930693,1.904536,1.890067,3.603427,8,8,1,0,0,-Inf,Non-reference
403BA0068,34.39179,-118.90285,403,Ventura,Other,17574729,SC,4,23.627734,34.3934669,-118.90237,135,1241,39644.39844,4.8082,548.4912,0,306.6809,28.4795,2481,322.069,0.0582,0.0295,0.3682,1.5653,0.3037,-0.4409,2.5938,59.281,15.7195,5.6748,1.1432,0.1114,1.8854988,3.48468849,27,3,5,31,5.77457814,8.06054206,26,1.89086762,2.37491495,6.99013273,3,3,3,0,0,4.61,Non-reference
801M17028,33.96503,-117.47372,801,Riverside,Other,22560454,SC,8,2393.04600074,33.96502388,-117.47370955,205,3268,23526.6,7.36308234,600.64413008,2.368,1610.30708492,42.74052004,2700,312.66991304,0.06470711,0.03101185,0.40010338,1.61503702,0.18664346,-0.15716378,8.68628586,81.55386534,3.56965794,1.70744037,0.06845759,0.1383469,20.4703378,63.78676943,37,1,3,5,0.82013885,0,0,3.66524118,7.99022558,5.58340405,2261,44,8,0,0,-Inf,Non-reference
SMC01555,33.54998,-117.77966,901,Orange,Urban,20348689,SC,9,18.63259,33.5499879,-117.77966,20,295,27522.3,6,361.1072,0,478.6689,34.45,2226,295.0606,0.05756667,0.05756667,0.3882333,1.5004,0.2941667,-0.7652,1.2489,68.79663,16.05627,5.713467,1.301133,0.1112,16.77859,6.761445,19,0,0,0,13.10208,7.810781,8.818898,5.904069,3.038565,5.668548,48,26,9,0,0,5.03,Non-reference
308SED059,36.28121,-121.83414,308,Monterey,Urban,0,CH,3,145.5048,36.281727,-121.83362,18,1488,96676.2,12.2848,1085.103,1.4432,874.5476,71.227,1980,271.4886,0.0418,0.027,0.2304,1.5997,0.1833,-1.089,6.1987,137.3568,5.509,2.7109,0.1615,0.1362,0.1119447,0.6264035,2,0,0,0,1.645154,5.371705,6.242038,0.1494981,0.4655245,0.733999,11,3,1,0,0,-Inf,Non-reference
601WRN001,37.95524,-119.22883,601,Mono,Other,20287280,SN,6,11.35927,37.9539981,-119.22815,2766,989,63202.6,16.6579,812.8148,15.7857,5102.703,118.7632,951,176.9286,0.0461,0.0108,0.2064,1.1719,0.1267,-1.4402,9.0014,150.4438,6.6996,2.9362,0.1036,0.1526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-Inf,Non-reference
632PS0110,38.7505,-119.6446,632,Alpine,Other,8924075,SN,6,60.5659,38.75037339,-119.644716,1839,887,50622.9,10.4171,609.638,11.6338,4349.62,78.877,1475,243.268,0.078134,0.011532,0.269253,1.35939,0.206951,-0.426706,5.83861,131.057,6.31575,3.59628,0.025136,0.264774,0.06389776,0.07536053,0,0,0,0,0.540902,0.1096153,0,1.131767,0.5514432,4.55254,16,8,1,0,2,-Inf,Non-reference
511PS0657,38.34775,-122.00297,511,Solano,Urban,15039563,CV,5,27.01587,38.3477727,-122.003069,57,764,61784.7,10,715.79,0.125,511.541,57.253,2414,336.438,0.052237,0.060661,0.346132,1.49924,0.321623,-0.376204,1.58854,63.4992,16.3561,6.16665,1.09473,0.115777,6.308497,13.2464,47,5,11,0,2.967725,4.952259,3.513514,1.674547,2.98517,5.956566,9,8,2,0,0,-Inf,Non-reference
204ALA320,37.59352,-121.90051,204,Alameda,Forest,2808563,CH,2,1607.1705,37.59350519,-121.900542,66,1256,48321.10156,9.1779798,556.8043716,0.41127781,578.4787373,55.16262626,2164,300.2907398,0.04678486,0.04252269,0.28172077,1.50233247,0.2811925,-0.26139363,2.50000317,71.33958829,5.4407209,3.43490882,0.26984743,0.07820482,9.4711171,9.60801349,19,1,1,0,5.16333519,12.82090595,11.65243596,2.14336599,2.80048933,2.60889314,972,82,1,0,5,-Inf,Non-reference
403S05291,34.56397,-119.26305,403,Ventura,Other,17567911,SC,4,131.7258,34.5639777,-119.26304,1040,1235,62408,5.6863,835.1628,0.0316,533.7831,31.6863,1930,299.7405,0.0616,0.0277,0.347,1.5368,0.2583,-0.7469,1.7602,71.2189,5.6945,2.3613,1.1102,0.1265,0.02869872,0.09465623,0,0,0,0,2.320496,3.764736,10.66775,0.3232949,0.3834491,1.104299,27,6,1,0,0,-Inf,Non-reference
507SHA021,40.44816,-121.6711,507,Shasta,Forest,2766674,SN,5,18.8046,40.44811611,-121.6711331,1424,1375,107918,16.14035088,1815,9.54545455,7308.65872,117.2982456,1678,243.6363636,0.03594465,0.01898679,0.1732196,1.11425648,0.14091715,-0.38504318,5.2924268,127.1114038,6.1975668,3.62544043,0.01822627,0.26527828,0,0,0,0,0,0,0,0,0,0.94655204,1.91142533,3.87695933,0,0,0,0,0,-Inf,Non-reference
SMC24043,33.41233,-117.23893,902,San Diego,Other,22548455,SC,9,1599.503,33.4122993,-117.23911,107,1970,30479.4,5.6078,414.6857,1.7009,1683.425,33.3125,2436,339.5309,0.0797,0.0306,0.4184,1.6061,0.2307,-1.3454,6.6648,107.4865,3.854,2.0843,0.0481,0.1464,7.616926,3.981406,2,3,8,4,8.590867,15.06334,16.23439,2.607955,2.934411,2.324015,1764,23,2,0,0,-Inf,Non-reference
204ALP140,37.72175,-121.69658,204,Alameda,Other,2806261,CH,2,17.6010336,37.7212231,-121.69646,194,282,35805.5,8.0526,468.3,0.0455,472.6053,51.8421,2265,299.0454,0.04886667,0.0478,0.30236667,1.3667,0.258,-0.66403333,0.558,70.38246667,18.10576667,6.76636667,1.21473333,0.11453333,3.98547017,3.20738875,10,0,0,0,6.13936355,6.43157011,18.76629018,2.7074035,2.75761726,2.50612254,13,13,0,0,0,-Inf,Non-reference
514RER3xx,38.88911,-121.11169,514,Placer,Forest,15007321,CH,5,27.85337404,38.88918021,-121.1118429,243,261,72362,9.44186047,902.3125,2.90909091,1219.867815,61.44186047,2276,335.8484848,0.04987401,0.04685697,0.29860292,1.53345832,0.30041349,-0.84230116,1.91979125,140.191828,6.02413177,3.84001109,0.0291247,0.25842525,34.2070392,28.52131473,10,0,0,0,0,0,0,7.55530962,6.84620779,4.84940091,125,101,1,0,1,-Inf,Non-reference
BA-12,39.4292247,-123.3564434,111,Mendocino,Ag,8306962,NC,1,4.8276,39.42915312,-123.3562688,411,250,119818.5,14,1361.083333,2.66666667,1545.280029,87.4,1928,297,0.03335378,0.03682939,0.2114087,1.47896827,0.21030251,-0.55974515,4.21660014,96.28963721,3.27143652,2.85435509,0.05893234,0.11747692,1.08128263,1.08128263,0,3,3,11,2.60999254,0,0,5.49009696,5.49009696,3.16096046,8,8,1,0,1,-Inf,Non-reference
206SPA150,37.92611,-122.15889,206,Contra Costa,Forest,1671547,CH,2,5.53813795,37.9261165,-122.15865,193,251,64286.5,10,720.3077,0,529.6334,58.1667,2107,280.8571,0.04966667,0.05413333,0.31976667,1.53,0.301,-0.7685,1.956,66.6175,17.5458,6.2806,1.276,0.1105,0,0,0,0,0,0,1.60708429,1.60708429,3.92156863,0.79699459,0.79699459,1.15247511,0,0,0,0,0,-Inf,Reference
802RB8513,33.72033,-116.76079,802,Riverside,Forest,0,SC,8,31.76019,33.719636,-116.7621,1065,2083,39036,7.25,736.452,3.525,4463.37,45.6354,2413,272.75,0.089,0.0302,0.4309,1.6169,0.1455,-3.4191,12.6317,140.6432,4.6226,2.0943,0.0216,0.1621,0.7904131,0.708287,0,0,0,0,9.782424,15.95669,0,2.988526,4.615739,0,10,5,0,0,0,0.17,Non-reference
507NCCH29,40.74372,-122.06496,507,Shasta,Other,2763832,NC,5,157.446,40.74367875,-122.0648616,355,1722,129984,13.85123967,1555.667598,5.43684211,4631.636673,92.41528926,2350,321.1052632,0.03255018,0.01362058,0.1476871,1.30610706,0.17749153,-0.6062467,2.21658861,114.8342798,6.58909364,3.41215506,0.06642444,0.22551705,0.12518578,0.26405451,1,0,0,0,0,0,0,3.07864173,1.97887821,1.00037639,31,13,0,0,0,-Inf,Non-reference
